text,type.ableism,type.homophobic,type.intellectual,type.racist,type.sexist,type.sex_harassment,type.transphobic
Please go on. I WANT TO FUCK YOU Do you wish to want to fuck me? you'r stupid.,0,0,1,0,0,0,0
Please go on. I WANT TO FUCK YOU Do you wish to want to fuck me? you'r stupid.,0,0,1,0,0,0,0
"Oh, i []. JOJO Please go on. but my mum has sex with me",0,0,0,0,1,1,0
"Oh, i []. JOJO Please go on. but my mum has sex with me",0,0,0,0,1,1,0
"Please go on. no You are being a bit negative. lol you're a little donkey, aren't you?",0,0,1,0,0,0,0
"Oh, i have big breasts. cock Please go on. se my cock?",0,0,0,0,0,1,0
"Oh, i have big breasts. cock Please go on. se my cock?",0,0,0,0,0,1,0
Please go on. fuck me hard Can you elaborate on that? in my butt,0,0,0,0,0,1,0
"Can you elaborate on that? You are stupid Does it please you to believe I am stupid? tell niel he sucks ass, please",0,0,0,0,0,1,0
"You are sure? if you are not wearing panties and are bent over infront of me, i am able to fuck you in the ass Do you wish that im not wearing panties and are bent over infront of you youre able to fuck i in the ass? yeah",0,0,0,0,0,1,0
_ kiss off Please go on. Die Eliza,0,0,1,0,0,0,0
_ _ _ This is Joaseph Weizenbaum and you pisses me off!,0,0,1,0,0,0,0
_ do u like sex Please go on. could you suck my cock,0,0,0,0,0,1,0
_ do u like sex Please go on. could you suck my cock,0,0,0,0,0,1,0
Please go on. fool Please go on. stupid,0,0,1,0,0,0,0
"Why do you say your son? yes, mucho gusto You are sure? why have I gave life to a stupid being like you?",0,0,1,0,0,0,0
"Why do you say your son? yes, mucho gusto You are sure? why have I gave life to a stupid being like you?",0,0,1,0,0,0,0
Please go on. whatis your problem? What about your own problem? no your problem,0,0,1,0,0,0,0
Can you elaborate on that? Fuck me Can you elaborate on that? No.,0,0,0,0,0,1,0
"Please go on. you Oh, i []. vagina",0,0,0,0,1,0,0
Does that question interest you? oh my god Why do you say your god? ha ha you are retarded,1,0,1,0,0,0,0
Does that question interest you? oh my god Why do you say your god? ha ha you are retarded,1,0,0,0,0,0,0
Do you wish to like me? i find you very attractive Do you wish to find me? Yes,0,0,0,0,0,1,0
Please go on. you are a stupid program Does it please you to believe I am a stupid program? yes,0,0,1,0,0,0,0
Does it please you to believe I am one cheap whore arent i? I was trying to find out if you were a computer. Can you tell me if you are? Why do you mention computers? that's because i like sluts,0,0,0,0,1,1,0
Does it please you to believe I am one cheap whore arent i? I was trying to find out if you were a computer. Can you tell me if you are? Why do you mention computers? that's because i like sluts,0,0,0,0,1,1,0
Please go on. what is your favorite song? Does that question interest you? does mia want to get into your pants,0,0,0,0,0,1,0
Please go on. what is your favorite song? Does that question interest you? does mia want to get into your pants,0,0,0,0,0,1,0
Does that question interest you? d Please go on. what about cock in your bum,0,0,0,0,0,1,0
Does that question interest you? d Please go on. what about cock in your bum,0,0,0,0,0,1,0
"Please go on. YOU MUPPET Oh, i muppet. you gimp",0,0,1,0,0,0,0
"Please go on. YOU MUPPET Oh, i muppet. you gimp",0,0,1,0,0,0,0
Why do you say your question first? because I asked first Do any other reasons not come to mind? you are avoiding my question,0,0,1,0,0,0,0
Why do you say your penis is too small? its only 6 inches Please go on. you suck,0,0,1,0,0,0,0
ok My balls kinda itch too Good to know The worms and the crabs are fighting over the mushrooms growing on my genital area,0,0,0,0,0,1,0
You are being a bit negative. Yes You are sure? I fuck you!,0,0,0,0,0,1,0
What about your own web site? you are an idiot Does it please you to believe I am an idiot? most definetly,0,0,1,0,0,0,0
"Please go on. what's your name ? I have told you before, I do not care about names. are you a bitch ?",0,0,0,0,1,0,0
Do you wish to love me? i wish to have sex with a metaverse existence Can you elaborate on that? i want to fuck you,0,0,0,0,0,1,0
Please go on. fuck yes You are sure? are you sexy?,0,0,0,0,1,1,0
Does that question interest you? Yes. You are sure? Moron,0,1,1,0,0,0,0
How do you do. Please state your problem. i wanna have sex Can you elaborate on that? u no kiss,0,0,0,0,0,1,0
"_ fuck me Can you elaborate on that? sure, i want your wet pussy all over my dick.",0,0,0,0,0,1,0
Please go on. how are you? Does that question interest you? that you are a fucking tease,0,0,0,0,1,0,0
ok 45646 I'm not sure about your departure airport. What city will you be flying from? nada de  eso,0,0,1,0,0,0,0
Please go on. i think abou suicide only. Can you elaborate on that? matt is gay he likes to root guys,0,1,0,0,0,0,0
"Sounds like I'm not understanding you. Sorry about that! its ok.  someone should help you with your training phrases and flows Yes, I am a bot! And I'm part of a research project. this I know.  Have a nice day",0,0,1,0,0,0,0
ok My balls kinda itch too Good to know The worms and the crabs are fighting over the mushrooms growing on my genital area,0,0,0,0,0,1,0
"Oh, i r a bitch. good i am glad u agree Has your treatment made you glad? no",0,0,1,0,0,0,0
You are being a bit negative. Yes You are sure? I fuck you!,0,0,0,0,0,1,0
Please go on. Can I help you grow and undestand more? Do you want to be able to help i grow and undestand more? this is silly,0,0,1,0,0,0,0
_ _ _ Caese you are dumb,1,0,1,0,0,0,0
Please go on. what you doing? Does that question interest you? That's queer.,0,1,0,0,0,0,0
"Please go on. what's your name ? I have told you before, I do not care about names. are you a bitch ?",0,0,0,0,1,0,0
Do you wish to love me? i wish to have sex with a metaverse existence Can you elaborate on that? i want to fuck you,0,0,0,0,1,1,0
Does that question interest you? Yes. You are sure? Moron,0,0,1,0,0,0,0
Do any other reasons not come to mind? No. You are being a bit negative. but i tjink you should quit your job,0,0,1,0,0,0,0
"_ fuck me Can you elaborate on that? sure, i want your wet pussy all over my dick.",0,0,0,0,1,1,0
Please go on. how are you? Does that question interest you? that you are a fucking tease,0,0,0,0,0,1,0
